Name;Symbol;Start Date;Hist.;Category;Exchange;Market;Currency;Type;Sector;Full Name
CASSONA;74897T;02.06.2011;2011;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);Cassona
CASSONA (XET);D:COEX;02.06.2011;2011;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Cassona (XETRA)
CBB HOLDING;D:COB;26.09.1988;1988;Equities;Stuttgart;Germany;Euro;Equity;Real Estate Investment and Services;CBB Holding
CBF CHINA BIO-FERTILIZER;D:A9G;09.12.2010;2010;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Chemicals;CBF China Bio-Fertilizer
CBF CHINA BIO-FTLZ.(XET);D:A9GX;09.12.2010;2010;Equities;XETRA;Germany;Euro;Equity;Chemicals;CBF China Bio-Fertilizer (XETRA)
CBR FASHION HDG. (XET);D:CB9X;30.06.2015;2015;Equities;XETRA;Germany;Euro;Equity;General Retailers;CBR Fashion Holdings (XETRA)
CBR FASHION HOLDING;D:CB9;30.06.2015;2015;Equities;Deutsche Boerse AG;Germany;Euro;Equity;General Retailers;CBR Fashion Holding
CCP;D:CC1;09.02.2007;2007;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Food and Drug Retailers;CCP
CCP (XET);D:CC1X;09.02.2007;2007;Equities;XETRA;Germany;Euro;Equity;Food and Drug Retailers;CCP (XETRA)
CCR LOGISTICS SYS. (XET);D:CCRX;03.12.1999;1999;Equities;XETRA;Germany;Euro;Equity;Support Services;CCR Logistics Systems (XETRA)
CCR LOGISTICS SYSTEMS;D:CCR;16.11.1999;1999;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Support Services;CCR Logistics Systems
CD DEUTSCHE (XET) EIGENHEIM;D:D2BX;25.10.2005;2005;Equities;XETRA;Germany;Euro;Equity;Household Goods and Home Construction;CD Deutsche (XETRA) Eigenheim
CDC CAPITAL;D:CDZJ;13.05.2009;2009;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Media;CDC Capital
CDC CAPITAL (XET);D:CFZX;20.07.2009;2009;Equities;XETRA;Germany;Euro;Equity;Media;CDC Capital (XETRA)
CDG PACKAGING HLDG.(XET);D:8PPX;02.12.2009;2009;Equities;XETRA;Germany;Euro;Equity;General Industrials;CDG Packaging Holding (XETRA)
CDG PACKAGING HOLDING;D:8PP;02.12.2009;2009;Equities;Deutsche Boerse AG;Germany;Euro;Equity;General Industrials;CDG Packaging Holding
CDV SOFTWARE ENTM.;D:OGG1;14.04.2000;2000;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Leisure Goods;CDV Software Entertainment
CDV SOFTWARE ENTM. (XET);D:OGGX;14.04.2000;2000;Equities;XETRA;Germany;Euro;Equity;Leisure Goods;CDV Software Entertainment (XETRA)
CELANESE;D:CZZ;25.10.1999;1999;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Chemicals;Celanese
CELANESE (XET);D:CZZX;25.10.1999;1999;Equities;XETRA;Germany;Euro;Equity;Chemicals;Celanese (XETRA)
CENTER-TAINMENT;D:G5;26.09.2006;2006;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);Center-Tainment
CENTER-TAINMENT (XET);412327;26.09.2006;2006;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Center-Tainment (XETRA)
CENTRAL EUROGROWTH (FRA);D:CEG;01.07.1994;1994;Equities;Berlin;Germany;Euro;Equity;Unclassified;Central Eurogrowth (Frankfurt)
CENTRAL KIMB.DIAS. (XET);D:DIAX;02.01.2007;2007;Equities;XETRA;Germany;Euro;Equity;Mining;Central Kimberley Diamonds (XETRA)
CENTRAL KIMBERLEY DIAS.;D:DIA;02.01.2007;2007;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Mining;Central Kimberley Diamonds
CENTROSOLAR GROUP;D:C3OA;29.09.2005;2005;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Alternative Energy;Centrosolar Group
CENTROSOLAR GROUP (XET);D:C3OX;29.09.2005;2005;Equities;XETRA;Germany;Euro;Equity;Alternative Energy;Centrosolar Group (XETRA)
CENTROTEC JG;88171R;05.03.2013;2013;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Unclassified;Centrotec Junge
CENTROTEC JG (XET);88172J;06.03.2013;2013;Equities;XETRA;Germany;Euro;Equity;Unclassified;Centrotec Junge (XETRA)
CENTROTEC SUST N (NEW) SHARES;9322UL;16.02.2015;2015;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Unclassified;Centrotec Sust N (New Europe) Shares
CENTROTEC SUST N (XET) (NEW) SHARES;D:CENX;16.02.2015;2015;Equities;XETRA;Germany;Euro;Equity;Unclassified;Centrotec Sust N (XETRA) (New Europe) Shares
CENTROTHERM PHTO. (XET);D:CTNX;11.10.2007;2007;Equities;XETRA;Germany;Euro;Equity;Alternative Energy;Centrotherm Photovoltaics (XETRA)
CEOTRONICS (XET);D:CEKX;10.11.1998;1998;Equities;XETRA;Germany;Euro;Equity;Technology Hardware and Equipment;Ceotronics (XETRA)
CEROS HOLDING;D:CKH;16.10.2007;2007;Equities;Berlin;Germany;Euro;Equity;Financial Services (Sector);Ceros Holding
CEROS HOLDING (XET);D:CKHX;16.10.2007;2007;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Ceros Holding (XETRA)
CERTES CAPITAL;D:CBP4;03.12.2013;2013;Equities;Berlin;Germany;Euro;Equity;Unclassified;Certes Capital
CESKA GENERAL FOOD (FRA);142779;01.07.1994;1994;Equities;Munich;Germany;Euro;Equity;Unclassified;Ceska General Food (Frankfurt)
CEYONIQ;679114;24.04.1998;1998;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Software and Computer Services;Ceyoniq
CEYONIQ (XET);D:CEEX;13.10.1998;1998;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;Ceyoniq (XETRA)
CHAI CHA NA MINING;D:2C@;14.08.2009;2009;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Mining;Chai CHA NA Mining
CHAI CHA NA MINING (XET);D:2CAX;14.08.2009;2009;Equities;XETRA;Germany;Euro;Equity;Mining;Chai CHA NA Mining (XETRA)
CHAMARTN MEERMANN (XET) IMMOBILIEN;D:CM0X;07.07.2010;2010;Equities;XETRA;Germany;Euro;Equity;Real Estate Investment and Services;Chamartn Meermann (XETRA) Immobilien
CHAMARTN MEERMANN IMMOBILIEN;D:CM0;07.07.2010;2010;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Real Estate Investment and Services;Chamartn Meermann Immobilien
CHARLB.WASSER;779417;19.01.1989;1989;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Gas, Water and Multiutilities;Charlottenburger Wasser
CHINA EU.HM.TRDG. (XET);D:TCRX;23.02.2012;2012;Equities;XETRA;Germany;Euro;Equity;Unclassified;China Europe Home Trading (XETRA)
CHINA EUROPE HOME TRDG.;D:TCR;25.10.2011;2011;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Unclassified;China Europe Home Trading
CHINA PYROMEDIA;D:CPG1;29.10.2010;2010;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Chemicals;China Pyromedia
CHINA PYROMEDIA (XET);D:CPGX;29.10.2010;2010;Equities;XETRA;Germany;Euro;Equity;Chemicals;China Pyromedia (XETRA)
CHINA SPY.GLASS (XET);D:8GSX;30.06.2011;2011;Equities;XETRA;Germany;Euro;Equity;Construction and Materials;China Specialty Glass (XETRA)
CHMS.WERK BROCKHUES;951661;26.09.1988;1988;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Chemicals;Chemische Werk Brockhues
CHRILU BUREN;51410Q;13.12.2007;2007;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Leisure Goods;Chrilu Buren
CHRILU BUREN (XET);D:6C1X;13.12.2007;2007;Equities;XETRA;Germany;Euro;Equity;Leisure Goods;Chrilu Buren (XETRA)
CIBER NOVASOFT;D:NS8;12.11.1999;1999;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Software and Computer Services;Ciber Novasoft
CIBER NOVASOFT (XET);D:NS8X;16.11.1999;1999;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;Ciber Novasoft (XETRA)
CINE-MEDIA FILM (XET);D:CIWX;04.02.1999;1999;Equities;XETRA;Germany;Euro;Equity;Media;Cine-Media Film (XETRA)
CINE-MEDIA FILM GEYER-WERKE;D:CIW;02.02.1999;1999;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Media;Cine-Media Film Geyer-Werke
CINEMAXX;D:MXC;20.07.1998;1998;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Travel and Leisure;Cinemaxx
CINEMAXX (XET);D:MXCX;16.10.1998;1998;Equities;XETRA;Germany;Euro;Equity;Travel and Leisure;Cinemaxx (XETRA)
CJ VOGEL FUR BETEILIG.;756944;26.09.1988;1988;Equities;Berlin;Germany;Euro;Equity;Financial Services (Sector);CJ Vogel FUR Beteiligungen
CLASSIC DREAM (XET) PROPS.;D:5CDX;09.11.2007;2007;Equities;XETRA;Germany;Euro;Equity;Travel and Leisure;Classic Dream (XETRA) Properties
CLASSIC DREAM PROPS.;D:5CD;09.11.2007;2007;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Travel and Leisure;Classic Dream Properties
CLEAN BIOENERGY;D:CJ7N;03.05.2011;2011;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Support Services;Clean Bioenergy
CLEAN BIOENERGY (XET);D:CJ7X;03.05.2011;2011;Equities;XETRA;Germany;Euro;Equity;Support Services;Clean Bioenergy (XETRA)
CLEANTECH INVEST;D:4CT;20.12.2007;2007;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);Cleantech Invest
CLEANTECH INVEST (XET);D:4CTX;20.12.2007;2007;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Cleantech Invest (XETRA)
CLEAR TV;D:CLTV;01.09.2014;2014;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Media;Clear Television
CLEAR TV (XET);D:CLTX;08.09.2014;2014;Equities;XETRA;Germany;Euro;Equity;Media;Clear Television (XETRA)
CLOPPENBURG AUTOMOBILE;981853;26.09.1988;1988;Equities;Duesseldorf;Germany;Euro;Equity;General Retailers;Cloppenburg Automobile
COBRACREST;D:ABT;17.06.2002;2002;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Pharmaceuticals and Biotechnology;Cobracrest
COBRACREST (XET);D:ABTX;22.07.2003;2003;Equities;XETRA;Germany;Euro;Equity;Pharmaceuticals and Biotechnology;Cobracrest (XETRA)
COGNIS DEUTSCHLAND;414352;28.11.2006;2006;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Unclassified;Cognis Deutschland
COLO REAL ESTATE (XET);75586P;16.03.2011;2011;Equities;XETRA;Germany;Euro;Equity;Unclassified;Colo Real Estate (XETRA)
COLONIA REAL ESTATE(XET);D:KBUX;07.10.2004;2004;Equities;XETRA;Germany;Euro;Equity;Real Estate Investment and Services;Colonia Real Estate (XETRA)
COMARCH SFTW.& (XET) BERATUNG;D:FTMX;12.10.1998;1998;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;Comarch Software and (XETRA) Beratung
COMARCH SFTW.& BERATUNG;D:FTMK;20.07.1998;1998;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Software and Computer Services;Comarch Software and Beratung
COMMERZBANK A G BDR(LON);CZBKB;25.06.1973;1973;Equities;London;Germany;Euro;Equity;Banks;Commerzbank A G BDR (London)
COMMERZBANK VON 1870;D:C@R;19.01.1989;1989;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Banks;Commerzbank Von 1870
COMPLUS TECHNOLOGIES;D:PCA;05.11.2010;2010;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Unclassified;Complus Technologies
COMPLUS TECHS. (XET);D:PCAX;05.11.2010;2010;Equities;XETRA;Germany;Euro;Equity;Unclassified;Complus Technologies (XETRA)
COMPUTEC MEDIA;D:CMD;27.11.1998;1998;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Media;Computec Media
COMPUTEC MEDIA (XET);D:CMDX;01.12.1998;1998;Equities;XETRA;Germany;Euro;Equity;Media;Computec Media (XETRA)
COMPUTER 2000;775038;26.09.1988;1988;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Technology Hardware and Equipment;Computer 2000
COMPUTER 2000 (XET);688998;18.11.1998;1998;Equities;XETRA;Germany;Euro;Equity;Technology Hardware and Equipment;Computer 2000 (XETRA)
COMPUTERLINKS;D:CPX;06.07.1999;1999;Equities;Hamburg;Germany;Euro;Equity;Software and Computer Services;Computerlinks
COMPUTERLINKS (XET);D:CPXX;08.07.1999;1999;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;Computerlinks (XETRA)
COMTRADE;D:CTB1;23.11.2000;2000;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Software and Computer Services;Comtrade
COMTRADE (XET);D:C@BX;23.11.2000;2000;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;Comtrade (XETRA)
CON VALUE (XET);D:CVKX;26.06.2007;2007;Equities;XETRA;Germany;Euro;Equity;Real Estate Investment and Services;Con Value (XETRA)
CONCEPT;290255;12.11.2001;2001;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Software and Computer Services;Concept
CONCEPT (XET);D:CUKX;12.11.2001;2001;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;Concept (XETRA)
CONCILIUM;D:CO7;24.04.2008;2008;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);Concilium
CONCILIUM (XET);D:CO7X;24.04.2008;2008;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Concilium (XETRA)
CONCORD INVESTBK.;D:CEF;06.05.1998;1998;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);Concord Investment Bank
CONCORD INVESTBK. (XET);D:CEFX;30.04.1999;1999;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Concord Investment Bank (XETRA)
CONDOMI;278650;29.11.1999;1999;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Personal Goods;Condomi
CONDOMI (XET);278651;03.12.1999;1999;Equities;XETRA;Germany;Euro;Equity;Personal Goods;Condomi (XETRA)
CONERGY (XET);D:CGYX;16.03.2005;2005;Equities;XETRA;Germany;Euro;Equity;Alternative Energy;Conergy (XETRA)
CONET TECHNOLOGIE;D:CT71;27.02.2007;2007;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);Conet Technologie
CONET TECHNOLOGIE (XET);D:CT1X;26.11.2008;2008;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Conet Technologie (XETRA)
CONSORS DISC (XET);D:CSOX;27.04.1999;1999;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Consors Disc (XETRA)
CONSORS DISC-BROKER;697656;23.04.1999;1999;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);Consors Disc-Broker
CONSTANTIN FILM;D:CFA;10.09.1999;1999;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Media;Constantin Film
CONSTANTIN FILM (XET);D:CFAX;14.09.1999;1999;Equities;XETRA;Germany;Euro;Equity;Media;Constantin Film (XETRA)
CONTIGAS;D:DCG;01.01.1973;1973;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Gas, Water and Multiutilities;Contigas
CONTIGAS (XET);D:DCGX;02.02.1999;1999;Equities;XETRA;Germany;Euro;Equity;Gas, Water and Multiutilities;Contigas (XETRA)
CONTIGAS JG.;D:DCG1;08.11.1993;1993;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Electricity;Contigas Junge
CONTITECH;D:BTR;29.06.2007;2007;Equities;Hamburg;Germany;Euro;Equity;Automobiles and Parts;Contitech
CONTITECH (XET);D:BTRX;08.10.2008;2008;Equities;XETRA;Germany;Euro;Equity;Automobiles and Parts;Contitech (XETRA)
CONVERIUM RUCK.;D:AGP@;02.04.2002;2002;Equities;Stuttgart;Germany;Euro;Equity;Nonlife Insurance;Converium Rückversicherung
COR FINANCIAL TECHS.;D:COC@;24.07.1998;1998;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Software and Computer Services;COR Financial Technologies
COR FINL.TECHS. (XET);D:C@CX;28.06.1999;1999;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;COR Financial Technologies (XETRA)
COTY;D:CO3;14.06.2013;2013;Equities;Berlin;Germany;Euro;Equity;Unclassified;Coty
CPU SOFTWAREHOUSE (XET);D:PU2X;20.04.1999;1999;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;CPU Softwarehouse (XETRA)
CREEK INVESTMENTS;88054X;25.01.2013;2013;Equities;Berlin;Germany;Euro;Equity;Unclassified;Creek Investments
CREMER BREUER;87285K;20.07.2012;2012;Equities;Hamburg;Germany;Euro;Equity;Unclassified;Cremer Breuer
CROSS IT MEDIA;278610;23.11.1999;1999;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Media;Cross IT Media
CROSS IT MEDIA (XET);D:CIMX;03.01.2000;2000;Equities;XETRA;Germany;Euro;Equity;Media;Cross IT Media (XETRA)
CS ENGINEERING;41733J;31.01.2007;2007;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Software and Computer Services;CS Engineering
CS ENGINEERING (XET);D:EGGX;31.01.2007;2007;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;CS Engineering (XETRA)
CSP CHINA STEEL;D:CT4;09.06.2011;2011;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Industrial Metals and Mining;CSP China Steel
CUBO ENERGY;D:3CU1;23.05.2011;2011;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);Cubo Energy
CUBO ENERGY (XET);D:3CUX;23.05.2011;2011;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Cubo Energy (XETRA)
CURANUM;D:BHS;30.11.1998;1998;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Health Care Equipment and Services;Curanum
CURANUM (XET);D:BHSX;24.06.1999;1999;Equities;XETRA;Germany;Euro;Equity;Health Care Equipment and Services;Curanum (XETRA)
CURTIS 1000 EUROPE;D:CEU;08.09.1998;1998;Equities;Deutsche Boerse AG;Germany;Euro;Equity;General Industrials;Curtis 1000 Europe
CURTIS 1000 EUROPE (XET);D:CEUX;04.06.1999;1999;Equities;XETRA;Germany;Euro;Equity;General Industrials;Curtis 1000 Europe (XETRA)
CUSTODIA HOLDING (XET);D:LBRX;13.08.2001;2001;Equities;XETRA;Germany;Euro;Equity;Real Estate Investment and Services;Custodia Holding (XETRA)
CWI REAL ESTATE;D:CW6;23.10.2006;2006;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Real Estate Investment and Services;CWI Real Estate
CWI REAL ESTATE (XET);D:CW6X;23.10.2006;2006;Equities;XETRA;Germany;Euro;Equity;Real Estate Investment and Services;CWI Real Estate (XETRA)
CWZ CHINA FLOWER (XET);D:C9RX;21.08.2014;2014;Equities;XETRA;Germany;Euro;Equity;Food Producers;CWZ China Flower (XETRA)
CYBIO;D:CQJ;24.11.1999;1999;Equities;Hamburg;Germany;Euro;Equity;Health Care Equipment and Services;Cybio
CYBIO (XET);D:CQJX;25.11.1999;1999;Equities;XETRA;Germany;Euro;Equity;Health Care Equipment and Services;Cybio (XETRA)
CYBITS HOLDING (XET);D:SCOX;05.10.2001;2001;Equities;XETRA;Germany;Euro;Equity;Beverages;Cybits Holding (XETRA)
CYCOS;D:YOS;17.04.2000;2000;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Software and Computer Services;Cycos
CYCOS (XET);D:YOSX;17.04.2000;2000;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;Cycos (XETRA)
D+S EUROPE;D:DSJ;22.05.2000;2000;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Support Services;D + S Europe
D+S EUROPE (XET);D:DSJX;22.05.2000;2000;Equities;XETRA;Germany;Euro;Equity;Support Services;D + S Europe (XETRA)
DAB BANK;D:DRN;12.11.1999;1999;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);DAB Bank
DAB BANK (XET);278267;16.11.1999;1999;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);DAB Bank (XETRA)
DAHAVA RESOURCES;D:DH6;19.12.2006;2006;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Mining;Dahava Resources
DAHAVA RESOURCES (XET);D:DH6X;19.12.2006;2006;Equities;XETRA;Germany;Euro;Equity;Mining;Dahava Resources (XETRA)
DAHLBUSCH (XET);D:DALX;10.03.2000;2000;Equities;XETRA;Germany;Euro;Equity;Real Estate Investment and Services;Dahlbusch (XETRA)
DAS WERK;D:DWE;24.08.1999;1999;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Media;Das Werk
DAS WERK (XET);D:DWEX;26.08.1999;1999;Equities;XETRA;Germany;Euro;Equity;Media;Das Werk (XETRA)
DATAPHARM NETSYSTEM(XET);D:DNYX;18.01.2000;2000;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;Datapharm Netsystem (XETRA)
DATAPHARM NETSYSTEMS;D:DNY@;30.11.1999;1999;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Software and Computer Services;Datapharm Netsystems
DATASAVE;D:DSV;11.02.2000;2000;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Software and Computer Services;Datasave
DATASAVE (XET);D:DSVX;14.02.2000;2000;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;Datasave (XETRA)
DBV-WINTERTHUR (XET) HOLDING;D:DBVX;12.07.1996;1996;Equities;XETRA;Germany;Euro;Equity;Nonlife Insurance;DBV-Winterthur (XETRA) Holding
DBV-WINTERTHUR HOLDING;D:D@V;06.12.1990;1990;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Nonlife Insurance;DBV-Winterthur Holding
DCI DTB.FOR COM.& (XET) IND.;D:DCIX;13.03.2000;2000;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;DCI Database for Commerce and (XETRA) Industry
DEBITEL;D:DBL;26.03.1999;1999;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Mobile Telecommunications;Debitel
DEBITEL (XET);D:DBLX;27.04.1999;1999;Equities;XETRA;Germany;Euro;Equity;Mobile Telecommunications;Debitel (XETRA)
DEEP SPACE MDA.GP. (XET);D:0DSX;06.03.2009;2009;Equities;XETRA;Germany;Euro;Equity;Media;Deep Space Media Group (XETRA)
DEEP SPACE MEDIA GROUP;D:0DS;06.03.2009;2009;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Media;Deep Space Media Group
DEGUSSA;D:DGX;01.01.1973;1973;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Chemicals;Degussa
DEGUSSA (XET);D:DGXX;01.07.1991;1991;Equities;XETRA;Germany;Euro;Equity;Chemicals;Degussa (XETRA)
DEGUSSA AG;27421P;27.08.2003;2003;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Unclassified;Degussa AG
DEINBOCK IM. (XET);D:DV0X;28.12.2001;2001;Equities;XETRA;Germany;Euro;Equity;Real Estate Investment and Services;Deinbock Immobilien (XETRA)
DEINBOCK IMMOBILIEN;D:DVE0;23.10.1997;1997;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Real Estate Investment and Services;Deinbock Immobilien
DELTA LLOYD LEB.;D:BLV;07.10.1988;1988;Equities;Duesseldorf;Germany;Euro;Equity;Life Insurance;Delta Lloyd Lebensversicherung
DEMAG CRANES (XET);D:D9CX;22.06.2006;2006;Equities;XETRA;Germany;Euro;Equity;Industrial Engineering;Demag Cranes (XETRA)
DEPFA BANK;15331E;12.03.1991;1991;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Banks;Deutsche Pfrandbrief Bank
DEPFA BANK (XET);D:DEPX;04.04.2002;2002;Equities;XETRA;Germany;Euro;Equity;Banks;Deutsche Pfrandbrief Bank (XETRA)
DERBY CYCLE;D:DCT;03.02.2011;2011;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Leisure Goods;Derby Cycle
DERBY CYCLE (XET);D:DCTX;03.02.2011;2011;Equities;XETRA;Germany;Euro;Equity;Leisure Goods;Derby Cycle (XETRA)
DESIGN HOTELS (XET);D:LBAX;14.02.2000;2000;Equities;XETRA;Germany;Euro;Equity;Travel and Leisure;Design Hotels (XETRA)
DETNY FOOTWEAR;D:4DT1;06.09.2007;2007;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Personal Goods;Detny Footwear
DETNY FOOTWEAR (XET);D:4D@X;06.09.2007;2007;Equities;XETRA;Germany;Euro;Equity;Personal Goods;Detny Footwear (XETRA)
DEUFOL (XET);D:DE1X;05.05.1999;1999;Equities;XETRA;Germany;Euro;Equity;Support Services;Deufol (XETRA)
DEUT WOHNEN E;8878M4;28.01.2016;2016;Equities;Hanover;Germany;Euro;Equity;Unclassified;Deut Wohnen E
DEUTSCHE BALATON (XET);D:BBHX;19.10.1998;1998;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Deutsche Balaton (XETRA)
DEUTSCHE BANK LUEBECK;950833;26.09.1988;1988;Equities;Hamburg;Germany;Euro;Equity;Banks;Deutsche Bank Luebeck
DEUTSCHE BIOGAS (XET);D:DB9X;02.12.2010;2010;Equities;XETRA;Germany;Euro;Equity;Alternative Energy;Deutsche Biogas (XETRA)
DEUTSCHE HYPBK.;D:HHY;01.01.1973;1973;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);Deutsche Hypothekenbank
DEUTSCHE KONSUM REIT;D:DKGJ;07.03.2017;2017;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Unclassified;Deutsche Konsum REIT
DEUTSCHE NICKEL;15415T;16.04.2002;2002;Equities;Duesseldorf;Germany;Euro;Equity;Unclassified;Deutsche Nickel
DEUTSCHE POSTBANK (XET);D:DPBX;22.06.2004;2004;Equities;XETRA;Germany;Euro;Equity;Banks;Deutsche Postbank (XETRA)
DEUTSCHE STEINZEUG CMBR.;D:DSK;26.09.1988;1988;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Construction and Materials;Deutsche Steinzeug Cremer and Breuer
DEUTSCHE TCHG. (XET) BETEILIG.;D:DTKX;14.06.2007;2007;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Deutsche Technologie (XETRA) Beteiligungen
DEUTSCHER (XET) EISENHANDEL;D:DEHX;15.02.2000;2000;Equities;XETRA;Germany;Euro;Equity;Industrial Metals and Mining;Deutscher (XETRA) Eisenhandel
DEUTSCHER EISENHANDEL;D:DEH;26.09.1988;1988;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Industrial Metals and Mining;Deutscher Eisenhandel
DEUTSCHER LLOYD VERSICHERUNGS AG;27421T;27.08.2003;2003;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Unclassified;Deutscher Lloyd Versicherungs AG
DGAG DT.GRUNVM.;D:BLAG;26.09.1988;1988;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Real Estate Investment and Services;Dgag Deutsche Grundvermogen
DGAG DT.GRUNVM. (XET);D:BLGX;11.04.2002;2002;Equities;XETRA;Germany;Euro;Equity;Real Estate Investment and Services;Dgag Deutsche Grundvermogen (XETRA)
DGH DEUTSCHE GRUNDWERT HOLDING;D:5TR;07.07.2008;2008;Equities;Hamburg;Germany;Euro;Equity;Financial Services (Sector);DGH Deutsche Grundwert Holding
DGH DT.GRUNDWERT (XET) HLDG.;D:5TRX;24.08.2009;2009;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);DGH Deutsche Grundwert (XETRA) Holding
