Name;Symbol;Start Date;Hist.;Category;Exchange;Market;Currency;Type;Sector;Full Name
DIA DENTAL (XET) AESTHETICS;D:14DX;31.01.2011;2011;Equities;XETRA;Germany;Euro;Equity;Health Care Equipment and Services;Dia Dental (XETRA) Aesthetics
DIA DENTAL AESTHETICS;74557K;31.01.2011;2011;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Health Care Equipment and Services;Dia Dental Aesthetics
DIBAG INDUSTRIEBAU;D:DIB;26.09.1988;1988;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Real Estate Investment and Services;Dibag Industriebau
DIBAG INDUSTRIEBAU (XET);D:DIBX;10.07.2002;2002;Equities;XETRA;Germany;Euro;Equity;Real Estate Investment and Services;Dibag Industriebau (XETRA)
DIC BEREILIG U IMMOB.;D:DSB;28.10.1988;1988;Equities;Duesseldorf;Germany;Euro;Equity;Beverages;Dic Bereilig U Immobiliere
DIDIER-WERKE;D:DID;01.01.1973;1973;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Construction and Materials;Didier-Werke
DIDIER-WERKE (XET);D:DIDX;15.02.2000;2000;Equities;XETRA;Germany;Euro;Equity;Construction and Materials;Didier-Werke (XETRA)
DIGISITE (XET);D:DI9X;08.06.2000;2000;Equities;XETRA;Germany;Euro;Equity;Media;Digisite (XETRA)
DINKELACKER (XET);D:DWBX;25.05.2004;2004;Equities;XETRA;Germany;Euro;Equity;Beverages;Dinkelacker (XETRA)
DIS DT.INDS.SVS. (XET);D:DDEX;12.10.1998;1998;Equities;XETRA;Germany;Euro;Equity;Support Services;DIS Deutsche Industries Services (XETRA)
DIS DT.INDUSTRIE SVS.;898696;21.11.1997;1997;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Support Services;DIS Deutsche Industrie Services
DLO DT.LOGISTIK (XET) OUTSOURCING;D:DL2X;29.06.2005;2005;Equities;XETRA;Germany;Euro;Equity;Support Services;DLO Deutsche Logistik (XETRA) Outsourcing
DLO DT.LOGISTIK OUTSC.;D:DL2;29.06.2005;2005;Equities;Stuttgart;Germany;Euro;Equity;Support Services;DLO Deutsche Logistik Outsourcing
DNI BETEILIGUNGEN (XET);D:DN1X;27.11.2008;2008;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);DNI Beteiligungen (XETRA)
DO DT OFFICE;D:PMOX;30.06.2011;2011;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Real Estate Investment and Services;Do Deutsche Office
DO DT OFFICE AG (XET);D:PMXX;30.06.2011;2011;Equities;XETRA;Germany;Euro;Equity;Real Estate Investment and Services;Do Deutsche Office AG (XETRA)
DOAG HOLDING;775042;26.09.1988;1988;Equities;Deutsche Boerse AG;Germany;Euro;Equity;General Industrials;Doag Holding
DOAG HOLDING (XET);266683;12.10.2000;2000;Equities;XETRA;Germany;Euro;Equity;General Industrials;Doag Holding (XETRA)
DOLPHIN CAPITAL;D:R3U;04.04.2006;2006;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);Dolphin Capital
DOLPHIN CAPITAL (XET);D:R3UX;04.04.2006;2006;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Dolphin Capital (XETRA)
DOM-BRAUEREI;D:SBFC;01.01.1973;1973;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Beverages;Dom-Brauerei
DOM-BRAUEREI (XET);D:SFCX;26.07.2002;2002;Equities;XETRA;Germany;Euro;Equity;Beverages;Dom-Brauerei (XETRA)
DONE PROJECKT;D:DPJ;01.08.2001;2001;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Software and Computer Services;Done Projeckt
DONE PROJECKT (XET);D:DPJX;01.08.2001;2001;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;Done Projeckt (XETRA)
DORTMUND ACT-BRAUER;929070;01.01.1973;1973;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Beverages;Dortmund ACT-Brauer
DORTMUND ACT-BRAUER(XET);D:DABX;12.10.2000;2000;Equities;XETRA;Germany;Euro;Equity;Beverages;Dortmund ACT-Brauer (XETRA)
DOUGLAS HOLDING;D:DOU;01.01.1973;1973;Equities;Deutsche Boerse AG;Germany;Euro;Equity;General Retailers;Douglas Holding
DOUGLAS HOLDING (XET);D:DOUX;22.01.1996;1996;Equities;XETRA;Germany;Euro;Equity;General Retailers;Douglas Holding (XETRA)
DR REAL ESTATE;D:DOL;26.09.1988;1988;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Real Estate Investment Trusts;DR Real Estate
DR REAL ESTATE (XET);D:DOLX;12.11.2003;2003;Equities;XETRA;Germany;Euro;Equity;Real Estate Investment Trusts;DR Real Estate (XETRA)
DR.SCHELLER COSMETICS;D:DOS;05.05.1999;1999;Equities;Stuttgart;Germany;Euro;Equity;Personal Goods;Doctor Scheller Cosmetics
DR.SCHELLER CSMTC. (XET);D:DOSX;06.05.1999;1999;Equities;XETRA;Germany;Euro;Equity;Personal Goods;Doctor Scheller Cosmetics (XETRA)
DRAGON HOLDINGS (XET);D:DRAX;02.02.2011;2011;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Dragon Holdings (XETRA)
DRESDNER FACTORING;D:D2F;25.04.2006;2006;Equities;Berlin;Germany;Euro;Equity;Financial Services (Sector);Dresdner Factoring
DRESDNER FACTORING (XET);D:D2FX;25.04.2006;2006;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Dresdner Factoring (XETRA)
DRIVER & BENGSCH;D:D8B;12.07.2006;2006;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);Driver and Bengsch
DRIVER & BENGSCH (XET);D:DBEX;12.07.2006;2006;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Driver and Bengsch (XETRA)
DSL HOLDING;D:DSL;12.10.1989;1989;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);DSL Holding
DSL HOLDING (XET);D:DSLX;20.10.1998;1998;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);DSL Holding (XETRA)
DT.ARZTVERSICHERUNG;D:DAV;13.08.1996;1996;Equities;Duesseldorf;Germany;Euro;Equity;Nonlife Insurance;Deutsche Arztversicherung
DT.BEAMTENVORSORGE (XET);D:DVUX;19.02.2003;2003;Equities;XETRA;Germany;Euro;Equity;Real Estate Investment and Services;Deutsche Beamtenvorsorge (XETRA)
DT.HYPBK.HANN.BL. (XET);D:HHYX;12.10.1998;1998;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Deutsche Hypothekenbank Hannover Berlin (XETRA)
DT.IMMOBILIEN HLDG.(XET);D:DEGX;14.06.2000;2000;Equities;XETRA;Germany;Euro;Equity;Real Estate Investment and Services;Deutsche Immobilien Holding (XETRA)
DT.IMMOBILIEN HOLDING;D:DEG1;28.10.1988;1988;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Real Estate Investment and Services;Deutsche Immobilien Holding
DT.REAL ESTATE (XET);D:DREX;25.03.2003;2003;Equities;XETRA;Germany;Euro;Equity;Real Estate Investment and Services;Deutsche Real Estate (XETRA)
DT.STEINZEUG CMBR. (XET);D:DSKX;05.05.1999;1999;Equities;XETRA;Germany;Euro;Equity;Construction and Materials;Deutsche Steinzeug Cremer and Breuer (XETRA)
DTA HOLDINGS AG;27598M;17.09.2003;2003;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Unclassified;DTA Holdings AG
DUBAI OASIS CAPITAL;D:D9O;25.05.2006;2006;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);Dubai Oasis Capital
DUBAI OASIS CAPITAL(XET);D:D9OX;25.05.2006;2006;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Dubai Oasis Capital (XETRA)
DUERKOPP ADLER (XET);D:DKAX;12.10.2000;2000;Equities;XETRA;Germany;Euro;Equity;Industrial Engineering;Duerkopp Adler (XETRA)
DUEWAG;D:WUE;26.09.1988;1988;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Industrial Engineering;Duewag
DVB BANK (XET);D:DVBX;15.02.2000;2000;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);DVB Bank (XETRA)
DWS SCHWEIZ MERG SEE 136316;138471;07.11.1994;1994;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Real Estate Investment Trusts;DWS Schweiz Merg See 136316
DYCKERHOFF;D:DYK;01.01.1973;1973;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Construction and Materials;Dyckerhoff
DYCKERHOFF & WIDMANN;D:DYW;01.01.1973;1973;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Household Goods and Home Construction;Dyckerhoff and Widmann
DYCKERHOFF &WIDMANN(XET);D:DYWX;21.08.2000;2000;Equities;XETRA;Germany;Euro;Equity;Household Goods and Home Construction;Dyckerhoff and Widmann (XETRA)
DYCKERHOFF (XET);D:DYKX;06.01.1999;1999;Equities;XETRA;Germany;Euro;Equity;Construction and Materials;Dyckerhoff (XETRA)
DZ BK DT ZR GENOSSENS CHAFTSBANK FK AM MAIN;86981L;21.03.2012;2012;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Unclassified;DZ Bank Deutsche Zero Genossens Chaftsbank FK AM Main
DZ BK.AG-DT.ZTR.-GENOSBK GENUSSSCHEINE 31/12/2013;D:ZWZG;02.02.2009;2009;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);DZ Bank AG-Deutsche Zentral-Genossenschaftsbank Genussscheine 31/12/2013
E ON BAYERN;D:ISA;01.01.1973;1973;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Electricity;E On Bayern
E ON BAYERN (XET);D:ISAX;19.05.2000;2000;Equities;XETRA;Germany;Euro;Equity;Electricity;E On Bayern (XETRA)
E SIQIA GROUP;D:5TQN;21.11.2007;2007;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Software and Computer Services;E Siqia Group
E'ZWO COMPUTERVERTRIEB;937927;24.05.1982;1982;Equities;Munich;Germany;Euro;Equity;Support Services;e'ZWO Computervertrieb
E-M-S NEW MEDIA;D:EMN;20.11.2000;2000;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Media;E-M-S New Media
E-M-S NEW MEDIA (XET);D:EMNX;04.01.2002;2002;Equities;XETRA;Germany;Euro;Equity;Media;E-M-S New Media (XETRA)
EARTHSEARCH COMMS.;D:3ES1;30.08.2007;2007;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Technology Hardware and Equipment;Earthsearch Communications
EARTHSEARCH COMMS. (XET);D:3ESX;30.08.2007;2007;Equities;XETRA;Germany;Euro;Equity;Technology Hardware and Equipment;Earthsearch Communications (XETRA)
EBV;D:EBV;26.09.1988;1988;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Industrial Engineering;EBV
EBV (XET);D:EBVX;07.09.2001;2001;Equities;XETRA;Germany;Euro;Equity;Industrial Engineering;EBV (XETRA)
ECENTRA;D:30F;16.03.2011;2011;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);Ecentra
ECENTRA (XET);D:30FX;16.03.2011;2011;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Ecentra (XETRA)
ECOTREND HOLDING;D:EC5;18.04.2008;2008;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);Ecotrend Holding
ECOTREND HOLDING (XET);D:EC5X;18.04.2008;2008;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Ecotrend Holding (XETRA)
ECOUNION (XET);D:KN1X;31.05.2006;2006;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;Ecounion (XETRA)
EDELSTAHLWERK WITT (XET);D:WITX;15.11.2001;2001;Equities;XETRA;Germany;Euro;Equity;Industrial Metals and Mining;Edelstahlwerk Witt (XETRA)
EDELSTAHLWERK WITTEN;929063;26.09.1988;1988;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Industrial Metals and Mining;Edelstahlwerk Witten
EDOB ABWICKLUNGS;D:ESC;26.09.1988;1988;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Personal Goods;Edob Abwicklungs
EDOB ABWICKLUNGS (XET);D:ESCX;12.10.1998;1998;Equities;XETRA;Germany;Euro;Equity;Personal Goods;Edob Abwicklungs (XETRA)
EDSCHA;D:EDH;30.03.1999;1999;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Automobiles and Parts;Edscha
EDSCHA (XET);D:EDHX;29.04.1999;1999;Equities;XETRA;Germany;Euro;Equity;Automobiles and Parts;Edscha (XETRA)
EECH GROUP;D:PTA;27.11.2000;2000;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Electricity;Eech Group
EECH GROUP (XET);D:PTAX;27.11.2000;2000;Equities;XETRA;Germany;Euro;Equity;Electricity;Eech Group (XETRA)
EFF-EFF FRITZ FUSS;D:FEF;16.11.1995;1995;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Support Services;EFF-EFF Fritz Fuss
EFF-EFF FRITZ FUSS (XET);D:@EFX;19.10.1998;1998;Equities;XETRA;Germany;Euro;Equity;Support Services;EFF-EFF Fritz Fuss (XETRA)
EFFAG KIRCHBERG (FRA);142776;01.07.1994;1994;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Unclassified;Effag Kirchberg (Frankfurt)
EHLEBRACHT;D:EHL;11.12.1989;1989;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Household Goods and Home Construction;Ehlebracht
EHLEBRACHT (XET);D:EHLX;13.04.1999;1999;Equities;XETRA;Germany;Euro;Equity;Household Goods and Home Construction;Ehlebracht (XETRA)
EICHBAUM-BRAUEREIEN;951197;26.09.1988;1988;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Beverages;Eichbaum-Brauereien
EICHBAUM-BRAUEREIEN(XET);295778;14.06.2000;2000;Equities;XETRA;Germany;Euro;Equity;Beverages;Eichbaum-Brauereien (XETRA)
EICHBORN;291601;08.05.2000;2000;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Media;Eichborn
EICHBORN (XET);D:EIHX;08.05.2000;2000;Equities;XETRA;Germany;Euro;Equity;Media;Eichborn (XETRA)
EIFELHOEHEN-KLINIK (XET);D:EIFX;14.06.2000;2000;Equities;XETRA;Germany;Euro;Equity;Health Care Equipment and Services;Eifelhoehen-Klinik (XETRA)
EINBECKER BRAUHAUS (XET);D:HAKX;22.12.1999;1999;Equities;XETRA;Germany;Euro;Equity;Beverages;Einbecker Brauhaus (XETRA)
EISEN-UND (XET) HUTTENWERKE;D:EISX;25.03.2003;2003;Equities;XETRA;Germany;Euro;Equity;Industrial Metals and Mining;Eisen-und (XETRA) Huttenwerke
EJAY;D:EJ1;07.08.2000;2000;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Software and Computer Services;Ejay
EJAY (XET);D:EJ1X;07.08.2000;2000;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;Ejay (XETRA)
ELECTRONICS LINE (XET) 3000;D:ELNX;28.06.2004;2004;Equities;XETRA;Germany;Euro;Equity;Technology Hardware and Equipment;Electronics Line (XETRA) 3000
ELECTRONICS LINE 3000;29068J;28.06.2004;2004;Equities;Munich;Germany;Euro;Equity;Technology Hardware and Equipment;Electronics Line 3000
ELEKTRA BECKUM;D:EBE;18.11.1993;1993;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Industrial Engineering;Elektra Beckum
ELEKTRA BECKUM (XET);282306;23.12.1999;1999;Equities;XETRA;Germany;Euro;Equity;Industrial Engineering;Elektra Beckum (XETRA)
ELEPHANT SEVEN;D:EPH7;27.10.1999;1999;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Media;Elephant Seven
ELEPHANT SEVEN (XET);D:DA1X;01.11.1999;1999;Equities;XETRA;Germany;Euro;Equity;Media;Elephant Seven (XETRA)
ELEXIS;D:EEX;03.05.1999;1999;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Industrial Engineering;Elexis
ELEXIS (XET);D:EEXX;06.05.1999;1999;Equities;XETRA;Germany;Euro;Equity;Industrial Engineering;Elexis (XETRA)
ELIA TUNING & DESIGN;D:E4D;09.06.2006;2006;Equities;Berlin;Germany;Euro;Equity;Automobiles and Parts;Elia Tuning and Design
ELIA TUNING & DSGN.(XET);D:E4DX;09.06.2006;2006;Equities;XETRA;Germany;Euro;Equity;Automobiles and Parts;Elia Tuning and Design (XETRA)
ELKT.LICHT & KRTL. (XET);D:ELKX;18.02.2005;2005;Equities;XETRA;Germany;Euro;Equity;Real Estate Investment and Services;Elektrische Licht and Kraftanlagen (XETRA)
ELLIOT BULK NAV.;D:NH2;01.11.2007;2007;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Industrial Transportation;Elliot Bulk Navigation
ELLIOT BULK NAV. (XET);D:NH2X;01.11.2007;2007;Equities;XETRA;Germany;Euro;Equity;Industrial Transportation;Elliot Bulk Navigation (XETRA)
ELSA;D:ELS;12.06.1998;1998;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Technology Hardware and Equipment;Elsa
ELSA (XET);D:ELSX;14.10.1998;1998;Equities;XETRA;Germany;Euro;Equity;Technology Hardware and Equipment;Elsa (XETRA)
ELSTER GROUP SE;72483F;09.11.2010;2010;Equities;Berlin;Germany;Euro;Equity;Unclassified;Elster Group Securities
EMERALD CAPITAL GP.(XET);D:3EMX;21.09.2007;2007;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Emerald Capital Group (XETRA)
EMERALD CAPITAL GROUP;D:3EM;21.09.2007;2007;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);Emerald Capital Group
EMI EUROPEAN MEDIA (XET) INVESTMENT;D:EIQX;17.09.2007;2007;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);EMI European Media (XETRA) Investment
EMI EUROPEAN MEDIA INV.;D:EIQ;17.09.2007;2007;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);EMI European Media Investment
EMIND;D:EMW;20.12.2006;2006;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Software and Computer Services;Emind
EMIND (XET);D:EMWX;20.12.2006;2006;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;Emind (XETRA)
EMPRISE;D:ERI;15.07.1999;1999;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Software and Computer Services;Emprise
EMPRISE (XET);D:ERIX;19.07.1999;1999;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;Emprise (XETRA)
EN.BADEN-WUERTTEMBERG;27600F;17.09.2003;2003;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Unclassified;Energy Baden-Wuerttemberg
ENDOCAN;D:X8CN;18.10.2013;2013;Equities;Berlin;Germany;Euro;Equity;Unclassified;Endocan
ENDOR (XET);D:E2NX;26.06.2006;2006;Equities;XETRA;Germany;Euro;Equity;Technology Hardware and Equipment;Endor (XETRA)
ENERGYMIXX;D:EM2;27.06.2007;2007;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Electricity;Energymixx
ENERGYMIXX (XET);D:EM2X;27.06.2007;2007;Equities;XETRA;Germany;Euro;Equity;Electricity;Energymixx (XETRA)
ENEXOMA;D:EK3;07.05.2009;2009;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Software and Computer Services;Enexoma
ENEXOMA (XET);D:EK3X;07.05.2009;2009;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;Enexoma (XETRA)
ENRO ENERGIE;D:EEO;10.03.2009;2009;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Alternative Energy;Enro Energie
ENRO ENERGIE (XET);D:EEOX;10.03.2009;2009;Equities;XETRA;Germany;Euro;Equity;Alternative Energy;Enro Energie (XETRA)
ENTRIUM DIRECT BANKERS;D:EDB;17.09.1999;1999;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Banks;Entrium Direct Bankers
ENTRIUM DIRECT BNK.(XET);D:EDBX;21.09.1999;1999;Equities;XETRA;Germany;Euro;Equity;Banks;Entrium Direct Bankers (XETRA)
ENVIO;D:EIO;21.09.2007;2007;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Support Services;Envio
ENVIO (XET);D:EIOX;21.09.2007;2007;Equities;XETRA;Germany;Euro;Equity;Support Services;Envio (XETRA)
EOP BIODIESEL;D:E2B;14.09.2005;2005;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Alternative Energy;EOP Biodiesel
EOP BIODIESEL (XET);D:E2BX;14.09.2005;2005;Equities;XETRA;Germany;Euro;Equity;Alternative Energy;EOP Biodiesel (XETRA)
EPCOS;D:EP;14.10.1999;1999;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Electronic and Electrical Equipment;Epcos
EPCOS (XET);D:EPCX;15.10.1999;1999;Equities;XETRA;Germany;Euro;Equity;Electronic and Electrical Equipment;Epcos (XETRA)
EPG ENGD.NANPT. (XET) GERM.;D:Q9ZX;08.10.2008;2008;Equities;XETRA;Germany;Euro;Equity;Chemicals;EPG Engineered Nanoproducts (XETRA) Germany
EPG K;D:Q9ZK;12.09.2008;2008;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Chemicals;EPG K
EQUIPOTENTIAL SE;D:EQU;11.10.2006;2006;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);Equipotential Securities
EQUIPOTENTIAL SE (XET);D:EQUX;11.10.2006;2006;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Equipotential Securities (XETRA)
ERC FRANKONA RUCK.;951457;26.09.1988;1988;Equities;Munich;Germany;Euro;Equity;Nonlife Insurance;ERC Frankona Rückversicherung
ERGO (XET) VERSICHERUNGSGRUPPE;D:EV2X;22.01.1996;1996;Equities;XETRA;Germany;Euro;Equity;Nonlife Insurance;Ergo (XETRA) Versicherungsgruppe
ERGO VERSICHERUNGSGRUPPE;D:EVG2;01.01.1973;1973;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Nonlife Insurance;Ergo Versicherungsgruppe
ERSTE BAYER.BASALTSTEIN;D:EBB;28.10.1988;1988;Equities;Munich;Germany;Euro;Equity;Mining;Erste Bayerische Basaltstein
ES ENERGIE SYSTEME;D:5BM;16.04.2008;2008;Equities;Hamburg;Germany;Euro;Equity;Financial Services (Sector);ES Energie Systeme
ES ENERGIE SYSTEME (XET);D:5BMX;16.04.2008;2008;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);ES Energie Systeme (XETRA)
ESCOM;D:ECM;13.09.1994;1994;Equities;Deutsche Boerse AG;Germany;Euro;Equity;General Retailers;Escom
ESCOM (XET);D:ECMX;15.02.2000;2000;Equities;XETRA;Germany;Euro;Equity;General Retailers;Escom (XETRA)
ESKY EXCHANGE;D:EK3@;07.06.2007;2007;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Support Services;Esky Exchange
ESKY EXCHANGE (XET);D:EK@X;07.06.2007;2007;Equities;XETRA;Germany;Euro;Equity;Support Services;Esky Exchange (XETRA)
ESL. INVT GMBH&CO.KGAA;D:ES3A;01.02.2006;2006;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);Essential Invest GMBH and Company KGaA
ESL.INVT.GMBH & CO.(XET) KGAA;D:ES3X;11.04.2008;2008;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Essential Invest GMBH and Company (XETRA) KGaA
ESL.INVT.GMBH & CO.KGAA;51897R;11.04.2008;2008;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);Essential Invest GMBH and Company KGaA
ESPIRIT EUROPE;296301;19.02.2004;2004;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Personal Goods;Espirit Europe
ESPIRIT EUROPE (XET);296302;27.06.2000;2000;Equities;XETRA;Germany;Euro;Equity;Personal Goods;Espirit Europe (XETRA)
ESSANELLE HAIR GP. (XET);D:EHXX;21.06.2001;2001;Equities;XETRA;Germany;Euro;Equity;General Retailers;Essanelle Hair Group (XETRA)
ESSANELLE HAIR GROUP;D:EHX;21.06.2001;2001;Equities;Deutsche Boerse AG;Germany;Euro;Equity;General Retailers;Essanelle Hair Group
ESTERER;D:EST;26.09.1988;1988;Equities;Munich;Germany;Euro;Equity;Industrial Engineering;Esterer
ETELEON E-SOLUTIONS;D:E9E;15.11.2006;2006;Equities;Berlin;Germany;Euro;Equity;Mobile Telecommunications;Eteleon E-Solutions
ETELEON E-SOLUTIONS(XET);D:E9EX;15.11.2006;2006;Equities;XETRA;Germany;Euro;Equity;Mobile Telecommunications;Eteleon E-Solutions (XETRA)
ETIENNE AIGNER;945528;21.12.1983;1983;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Personal Goods;Etienne Aigner
ETIENNE AIGNER (XET);D:AIGX;14.06.2000;2000;Equities;XETRA;Germany;Euro;Equity;Personal Goods;Etienne Aigner (XETRA)
EURAG HOLDING;D:EHA;01.05.1987;1987;Equities;Duesseldorf;Germany;Euro;Equity;Household Goods and Home Construction;Eurag Holding
EURO ASIA PREM. (XET) RLST.;D:JT9X;25.05.2010;2010;Equities;XETRA;Germany;Euro;Equity;Real Estate Investment and Services;Euro Asia Premier (XETRA) Real Estate
EUROBIKE;D:EUB;27.06.1996;1996;Equities;Deutsche Boerse AG;Germany;Euro;Equity;General Retailers;Eurobike
EUROBIKE (XET);D:EUBX;28.10.1998;1998;Equities;XETRA;Germany;Euro;Equity;General Retailers;Eurobike (XETRA)
EUROCASTLE INV. (XET);D:EUIX;20.06.2007;2007;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Eurocastle Investment (XETRA)
EUROCASTLE INVESTMENT;D:EUI1;20.06.2007;2007;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);Eurocastle Investment
EUROHYPO;929109;01.01.1973;1973;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Banks;Eurohypo
EUROHYPO;D:EHY;26.09.1988;1988;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Banks;Eurohypo
EUROHYPO;D:HIE6;16.06.2005;2005;Equities;Stuttgart;Germany;Euro;Equity;Banks;Eurohypo
EUROHYPO (XET);D:FHYX;23.12.1999;1999;Equities;XETRA;Germany;Euro;Equity;Banks;Eurohypo (XETRA)
